"ABANDONADO","CULT","MALEZA","DESCAMPADO","VEGETACION","CIELO","SUELO_DESNUDO","PAISAJE"
"NO ABANDONO",6.01,50.82,20.68,12.42,5.37,0.00,0.00
"ABANDONO",0.00,58.82,0.00,0.00,41.17,0.00,0.00
"NO ABANDONO",0.00,4.44,42.74,29.30,14.78,0.00,0.00
"NO ABANDONO",5.20,45.33,1.99,10.96,23.21,0.00,0.00
"ABANDONO",20.92,42.29,0.00,28.50,8.27,0.00,0.00
"NO ABANDONO",8.44,36.91,2.02,12.34,6.26,24.39,6.22
"ABANDONO",4.37,31.46,21.86,15.99,20.65,0.00,0.00
"NO ABANDONO",6.32,24.47,34.39,12.10,22.70,0.00,0.00
"ABANDONO",27.53,55.76,0.00,9.55,0.00,2.67,4.47
"ABANDONO",16.32,40.60,0.00,19.79,7.52,0.00,0.00
"NO ABANDONO",12.24,3.35,45.71,22.51,12.52,0.00,3.65
"ABANDONO",30.98,57.46,0.00,1.43,10.11,0.00,0.00
"ABANDONO",21.32,44.19,0.00,25.33,4.10,0.00,0.00
"ABANDONO",15.42,3.57,0.00,59.25,11.93,3.62,0.00
"ABANDONO",13.58,33.76,0.00,21.39,31.24,0.00,0.00
"ABANDONO",0.00,44.42,22.68,5.80,7.73,0.00,0.00
"NO ABANDONO",3.75,4.15,62.94,14.35,14.77,0.00,0.00
"ABANDONO",7.87,67.82,0.00,9.28,9.41,5.59,0.00
"NO ABANDONO",20.18,57.55,0.00,13.75,8.51,0.00,0.00
"ABANDONO",11.78,38.44,0.00,23.34,17.43,0.00,0.00
"NO ABANDONO",5.87,13.39,0.00,7.40,8.55,56.71,8.05
"NO ABANDONO",35.02,54.30,0.00,1.89,8.77,0.00,0.00
"ABANDONO",33.10,55.39,0.00,6.43,5.06,0.00,0.00
"ABANDONO",6.35,24.41,0.00,42.70,13.19,13.32,0.00
"ABANDONO",13.93,2.23,0.00,43.76,14.50,25.55,0.00
"NO ABANDONO",3.70,4.55,0.00,28.39,3.89,56.11,0.00
"NO ABANDONO",4.45,24.40,0.00,0.00,0.00,41.25,29.88
"ABANDONO",11.33,47.07,0.00,21.60,19.98,0.00,0.00
"NO ABANDONO",29.83,49.90,0.00,8.21,8.59,0.00,3.45
"NO ABANDONO",11.63,6.31,11.74,24.68,9.82,0.00,6.83
"ABANDONO",14.12,43.42,0.00,38.85,3.60,0.00,0.00
"ABANDONO",0.00,1.17,0.00,53.86,26.24,17.24,1.46
"NO ABANDONO",2.87,3.85,0.00,32.76,5.82,54.68,0.00
"ABANDONO",2.45,40.53,0.00,45.39,11.61,0.00,0.00
"ABANDONO",0.00,31.26,5.74,61.55,0.00,0.00,0.00
"ABANDONO",7.31,39.64,8.76,20.78,23.49,0.00,0.00
"ABANDONO",15.97,50.67,0.00,23.24,4.87,0.00,0.00
"ABANDONO",18.87,45.40,0.00,31.44,4.27,0.00,0.00
"ABANDONO",0.00,82.82,0.00,7.28,0.00,0.00,0.00
"ABANDONO",4.24,75.77,0.00,8.71,5.48,5.77,0.00
"ABANDONO",5.19,64.94,0.00,6.74,7.45,15.66,0.00
"ABANDONO",8.99,11.30,12.14,36.28,16.23,4.91,0.00
"ABANDONO",1.57,41.36,9.96,32.35,3.31,0.00,2.88
"NO ABANDONO",12.49,12.91,0.00,64.52,6.05,0.00,4.01
"ABANDONO",21.06,39.81,19.82,13.39,5.89,0.00,0.00
"NO ABANDONO",2.32,6.54,49.69,8.50,31.74,0.00,1.19
"ABANDONO",10.43,7.96,30.28,49.16,0.00,0.00,0.00
"ABANDONO",28.68,55.55,0.00,13.19,2.56,0.00,0.00
"ABANDONO",21.41,67.27,8.01,3.29,0.00,0.00,0.00
"NO ABANDONO",17.19,6.04,33.17,37.10,6.48,0.00,0.00
"ABANDONO",5.47,30.70,0.00,33.45,7.86,20.25,0.00
"ABANDONO",30.72,51.73,0.00,9.49,6.27,0.00,1.76
"ABANDONO",18.95,46.46,0.00,19.88,9.15,0.00,0.00
"NO ABANDONO",15.97,18.62,22.11,40.37,2.91,0.00,0.00
"ABANDONO",0.00,35.59,0.00,26.38,30.54,0.00,7.47
"ABANDONO",27.15,48.39,5.32,10.45,8.66,0.00,0.00
"NO ABANDONO",25.26,53.52,0.00,18.84,2.36,0.00,0.00
"NO ABANDONO",0.00,70.76,0.00,29.23,0.00,0.00,0.00
"NO ABANDONO",16.59,6.55,43.92,27.79,5.13,0.00,0.00
"ABANDONO",6.63,44.03,5.63,25.09,18.59,0.00,0.00
"NO ABANDONO",12.70,1.29,8.89,59.95,9.38,0.00,7.75
"ABANDONO",38.84,58.11,0.00,0.00,3.03,0.00,0.00
"ABANDONO",30.15,61.16,0.00,7.11,1.57,0.00,0.00
"ABANDONO",0.00,21.16,33.26,40.54,5.02,0.00,0.00
"ABANDONO",0.00,65.98,0.00,15.68,18.33,0.00,0.00
"ABANDONO",0.00,64.77,19.04,12.52,3.65,0.00,0.00
"ABANDONO",6.33,1.29,50.67,39.68,2.02,0.00,0.00
"ABANDONO",6.16,58.64,0.00,15.43,6.80,12.94,0.00
"ABANDONO",8.00,8.13,28.06,27.10,28.68,0.00,0.00
"ABANDONO",14.36,32.63,7.00,38.14,4.96,0.00,0.00
"ABANDONO",7.46,24.21,0.00,32.34,35.97,0.00,0.00
"ABANDONO",3.28,40.07,0.00,7.95,23.97,0.00,24.71
"NO ABANDONO",8.08,30.71,22.28,19.08,0.00,0.00,15.30
"ABANDONO",0.00,19.93,33.24,39.69,0.00,0.00,0.00
"NO ABANDONO",31.92,45.92,0.00,22.15,0.00,0.00,0.00
"NO ABANDONO",30.07,48.92,0.00,21.00,0.00,0.00,0.00
"ABANDONO",10.53,5.90,0.00,52.77,3.03,0.00,27.74
"ABANDONO",0.00,40.73,7.84,41.77,9.63,0.00,0.00
"ABANDONO",13.34,39.24,0.00,22.05,4.96,0.00,18.73
"ABANDONO",5.65,17.64,0.00,59.76,16.94,0.00,0.00
"ABANDONO",13.12,64.15,0.00,3.23,2.85,0.00,16.63
"ABANDONO",8.37,51.61,0.00,9.67,0.00,1.49,28.83
"NO ABANDONO",7.76,21.66,31.65,38.91,0.00,0.00,0.00
"NO ABANDONO",3.67,3.01,47.05,11.53,20.79,0.00,13.91
"ABANDONO",4.26,63.60,9.45,13.94,1.68,0.00,2.47
"ABANDONO",3.68,64.68,5.99,2.81,10.03,0.00,12.77
"NO ABANDONO",11.38,39.14,6.38,19.55,23.52,0.00,0.00
"NO ABANDONO",15.69,35.38,1.93,36.52,10.45,0.00,0.00
"ABANDONO",17.27,16.92,0.00,57.97,7.82,0.00,0.00
"ABANDONO",12.67,14.22,24.18,24.12,16.66,0.00,8.12
"NO ABANDONO",7.67,47.50,5.98,1.58,0.00,37.24,0.00
"NO ABANDONO",1.22,15.26,0.00,21.38,11.69,48.51,1.91
"NO ABANDONO",11.21,20.57,0.00,0.00,2.48,40.51,25.20
"NO ABANDONO",0.00,1.68,59.98,11.61,7.58,0.00,16.25
"NO ABANDONO",0.00,64.15,0.00,7.34,0.00,28.49,0.00
"NO ABANDONO",30.32,46.93,5.98,10.74,3.77,0.00,0.00
"ABANDONO",11.31,50.38,0.00,4.74,10.21,17.75,5.57
"NO ABANDONO",0.00,57.72,0.00,25.31,16.95,0.00,0.00
"ABANDONO",9.02,39.35,0.00,23.98,20.96,5.55,0.00
"ABANDONO",2.07,25.04,0.00,45.01,27.86,0.00,0.00
"NO ABANDONO",5.05,9.93,22.10,50.89,7.33,0.00,4.67
"NO ABANDONO",6.38,4.86,16.16,50.59,19.39,0.00,2.59
"NO ABANDONO",24.64,42.93,0.00,18.31,6.53,0.00,0.00
"NO ABANDONO",26.27,59.34,0.00,4.99,9.38,0.00,0.00
"NO ABANDONO",34.02,50.36,0.00,4.83,10.77,0.00,0.00
"NO ABANDONO",10.72,11.05,27.73,31.28,19.19,0.00,0.00
"NO ABANDONO",1.16,28.80,23.76,20.71,25.54,0.00,0.00
"ABANDONO",2.31,60.21,2.91,11.93,22.61,0.00,0.00
"ABANDONO",0.00,26.28,23.26,4.54,0.00,0.00,45.89
"NO ABANDONO",11.51,27.68,0.00,30.87,26.30,0.00,3.62
"ABANDONO",26.71,53.33,2.73,17.21,0.00,0.00,0.00
"NO ABANDONO",29.57,49.14,0.00,16.58,1.96,0.00,2.73
"ABANDONO",0.00,51.45,13.30,31.01,0.00,0.00,2.94
"ABANDONO",0.00,47.63,0.00,31.14,21.22,0.00,0.00
"ABANDONO",15.58,7.94,0.00,36.09,22.91,17.45,0.00
"ABANDONO",12.12,27.53,0.00,35.31,22.43,0.00,0.00
"ABANDONO",34.29,51.31,0.00,3.72,6.30,0.00,4.35
"ABANDONO",0.00,12.41,10.92,66.44,10.21,0.00,0.00
"ABANDONO",0.00,15.50,0.00,53.74,30.75,0.00,0.00
"NO ABANDONO",19.09,20.61,0.00,31.53,26.42,0.00,2.33
"ABANDONO",22.59,47.88,0.00,20.00,9.51,0.00,0.00
"ABANDONO",19.41,41.80,6.62,25.18,6.96,0.00,0.00
"ABANDONO",23.52,35.99,0.00,40.47,0.00,0.00,0.00
"ABANDONO",3.09,41.63,4.54,19.67,23.52,0.00,7.52
"ABANDONO",9.02,17.45,13.94,39.17,16.16,0.00,4.23
"NO ABANDONO",14.64,58.44,1.68,8.53,0.00,0.00,16.67
"NO ABANDONO",18.80,3.90,27.38,32.46,8.62,0.00,8.81
"ABANDONO",0.00,53.13,0.00,6.07,11.88,0.00,28.90
"ABANDONO",15.75,47.16,0.00,2.22,7.05,0.00,27.78
"NO ABANDONO",6.78,1.69,48.86,14.97,27.67,0.00,0.00
"NO ABANDONO",6.32,4.66,54.59,9.86,24.54,0.00,0.00
"NO ABANDONO",6.47,19.47,0.00,11.48,29.01,17.85,0.00
"ABANDONO",0.00,25.80,13.29,30.58,30.32,0.00,0.00
"NO ABANDONO",0.00,4.78,54.82,36.20,4.18,0.00,0.00
"ABANDONO",34.32,55.21,0.00,1.29,9.16,0.00,0.00
"NO ABANDONO",12.49,6.71,49.42,20.26,8.97,0.00,2.13
"ABANDONO",9.38,73.59,0.00,12.37,4.64,0.00,0.00
"NO ABANDONO",9.29,5.51,30.89,34.85,19.43,0.00,0.00
"ABANDONO",4.66,42.78,8.69,21.28,20.94,0.00,1.62
"ABANDONO",19.79,48.72,4.38,27.09,0.00,0.00,0.00
"ABANDONO",0.00,23.48,0.00,55.50,21.01,0.00,0.00
"ABANDONO",19.89,1.18,0.00,60.14,16.50,0.00,2.27
"NO ABANDONO",12.04,2.62,42.56,18.19,24.56,0.00,0.00
"NO ABANDONO",0.00,100.00,0.00,0.00,0.00,0.00,0.00
"NO ABANDONO",5.91,19.99,24.56,36.05,10.00,0.00,3.46
"ABANDONO",19.09,64.41,0.00,8.92,6.26,0.00,1.29
"ABANDONO",5.00,48.63,0.00,18.19,20.90,0.00,6.08
"ABANDONO",19.10,2.10,16.67,56.21,5.90,0.00,0.00
"NO ABANDONO",16.69,1.47,41.57,26.25,14.00,0.00,0.00
"ABANDONO",19.73,31.31,0.00,35.95,12.99,0.00,0.00
"ABANDONO",14.71,17.31,6.76,50.72,10.48,0.00,0.00
"ABANDONO",0.00,63.17,0.00,3.71,25.09,0.00,8.01
"ABANDONO",14.02,3.38,27.90,43.03,11.65,0.00,0.00
"ABANDONO",26.42,1.54,8.38,50.71,12.93,0.00,0.00
"ABANDONO",16.61,9.36,0.00,52.88,8.49,12.63,0.00
"NO ABANDONO",9.85,3.83,0.00,68.41,17.89,0.00,0.00
"NO ABANDONO",17.19,1.24,36.92,30.05,13.48,0.00,1.08
"ABANDONO",3.87,9.14,23.64,48.33,14.99,0.00,0.00
"ABANDONO",0.00,88.00,0.00,2.71,0.00,0.00,0.00
"ABANDONO",7.11,17.42,0.00,34.35,8.16,17.88,0.00
"NO ABANDONO",27.14,72.85,0.00,0.00,0.00,0.00,0.00
"ABANDONO",38.32,59.29,0.00,2.38,0.00,0.00,0.00
"NO ABANDONO",24.84,61.30,0.00,12.81,1.04,0.00,0.00
"ABANDONO",28.03,62.38,0.00,0.00,9.58,0.00,0.00
"NO ABANDONO",13.43,9.24,0.00,30.62,0.00,46.69,0.00
"ABANDONO",0.00,6.89,0.00,66.79,26.30,0.00,0.00
"ABANDONO",21.43,43.72,0.00,24.84,9.99,0.00,0.00
"ABANDONO",23.51,41.88,0.00,0.00,9.43,0.00,0.00
"ABANDONO",9.61,12.16,0.00,16.48,37.46,18.01,6.24
"NO ABANDONO",4.62,6.59,0.00,7.48,38.24,41.99,1.06
"NO ABANDONO",1.41,5.74,0.00,15.72,45.76,31.35,0.00
"NO ABANDONO",5.41,11.99,0.00,10.29,40.46,31.82,0.00
"ABANDONO",9.75,42.06,5.91,17.30,24.95,0.00,0.00
"ABANDONO",2.44,29.04,0.00,21.64,46.86,0.00,0.00
"ABANDONO",2.43,18.01,21.31,29.99,28.23,0.00,0.00
"NO ABANDONO",17.73,6.43,18.78,28.81,28.23,0.00,0.00
"ABANDONO",12.08,10.19,27.64,21.75,28.32,0.00,0.00
"NO ABANDONO",4.18,3.37,0.00,9.55,31.16,51.72,0.00
"NO ABANDONO",0.00,37.22,0.00,6.64,32.90,18.77,0.00
"NO ABANDONO",1.16,19.96,28.05,4.98,35.80,10.01,0.00
"NO ABANDONO",4.73,5.87,1.30,19.70,20.71,47.67,0.00
"NO ABANDONO",5.20,10.32,68.21,16.24,0.00,0.00,0.00
"NO ABANDONO",4.89,8.43,48.48,10.83,23.94,0.00,3.40
"ABANDONO",10.75,49.13,0.00,32.99,3.32,3.79,0.00
"NO ABANDONO",31.91,58.28,0.00,0.00,5.84,0.00,3.95
"NO ABANDONO",15.23,2.60,37.73,35.96,7.13,0.00,1.31
"ABANDONO",10.42,5.58,0.00,76.56,7.43,0.00,0.00
"NO ABANDONO",3.97,20.22,45.13,10.60,12.80,0.00,1.59
"NO ABANDONO",14.64,26.18,16.49,24.83,17.84,0.00,0.00
"ABANDONO",29.79,59.55,0.00,0.00,10.65,0.00,0.00
"NO ABANDONO",2.58,11.04,71.07,5.68,8.38,0.00,1.22
"NO ABANDONO",0.00,68.15,0.00,7.22,14.50,0.00,4.78
"ABANDONO",21.56,53.09,2.12,0.00,12.19,0.00,11.02
"ABANDONO",1.14,10.51,0.00,85.94,1.18,0.00,0.00
"NO ABANDONO",15.31,1.37,0.00,27.51,0.00,55.79,0.00
"ABANDONO",0.00,83.33,0.00,0.00,5.51,0.00,11.14
"NO ABANDONO",24.25,37.29,22.07,5.58,10.78,0.00,0.00
"ABANDONO",25.46,72.86,0.00,0.00,1.66,0.00,0.00
"ABANDONO",20.28,7.27,22.28,42.40,2.99,0.00,4.74
"ABANDONO",17.65,20.14,0.00,62.19,0.00,0.00,0.00
"NO ABANDONO",5.07,3.03,70.87,15.07,5.94,0.00,0.00
"NO ABANDONO",3.83,2.52,0.00,12.37,0.00,81.27,0.00
"NO ABANDONO",4.04,14.88,75.41,5.64,0.00,0.00,0.00
"NO ABANDONO",32.13,50.86,2.04,5.22,9.72,0.00,0.00
"NO ABANDONO",6.41,7.05,43.41,9.92,33.19,0.00,0.00
"NO ABANDONO",0.00,1.91,59.87,18.35,16.20,0.00,0.00
"NO ABANDONO",4.78,4.38,0.00,26.71,29.03,35.07,0.00
"ABANDONO",0.00,63.63,0.00,3.75,20.93,0.00,2.63
"ABANDONO",0.00,66.09,0.00,4.83,15.87,0.00,0.00
"NO ABANDONO",6.88,9.98,0.00,16.80,30.72,35.59,0.00
"NO ABANDONO",29.01,58.87,0.00,12.10,0.00,0.00,0.00
"NO ABANDONO",4.53,5.84,0.00,10.00,7.13,63.99,8.48
"ABANDONO",0.00,87.68,0.00,0.00,12.31,0.00,0.00
"NO ABANDONO",8.58,4.71,0.00,15.89,4.21,66.59,0.00
"NO ABANDONO",19.87,40.32,29.74,0.00,0.00,0.00,0.00
"ABANDONO",10.09,39.47,0.00,25.92,24.49,0.00,0.00
"ABANDONO",2.12,31.57,37.01,26.62,0.00,0.00,0.00
"ABANDONO",3.23,63.62,0.00,28.46,4.67,0.00,0.00
"ABANDONO",23.24,47.25,0.00,16.71,7.28,0.00,5.48
"ABANDONO",6.68,31.47,0.00,33.09,25.25,0.00,0.00
"NO ABANDONO",0.00,62.08,0.00,11.44,19.72,0.00,6.74
"NO ABANDONO",26.59,61.75,0.00,0.00,11.64,0.00,0.00
"NO ABANDONO",4.63,22.06,33.14,18.52,15.78,0.00,5.85
"NO ABANDONO",11.32,1.63,44.73,17.21,22.14,0.00,0.00
"NO ABANDONO",3.42,46.02,0.00,17.94,32.60,0.00,0.00
"ABANDONO",0.00,38.80,0.00,38.41,20.15,0.00,2.62
"ABANDONO",20.68,59.52,0.00,0.00,0.00,0.00,18.32
"ABANDONO",0.00,17.02,0.00,43.79,11.79,27.38,0.00
"ABANDONO",17.41,61.10,0.00,21.48,0.00,0.00,0.00
"ABANDONO",15.34,39.40,0.00,23.66,21.57,0.00,0.00
"ABANDONO",5.27,35.81,1.28,47.92,8.29,0.00,1.40
"ABANDONO",29.18,8.80,0.00,54.69,7.31,0.00,0.00
"ABANDONO",12.43,63.12,0.00,18.63,5.80,0.00,0.00
"ABANDONO",26.59,16.39,0.00,43.67,8.76,0.00,0.00
"ABANDONO",27.73,52.23,0.00,18.50,1.53,0.00,0.00
"NO ABANDONO",30.59,59.53,0.00,2.60,1.83,0.00,5.42
"NO ABANDONO",17.30,63.47,0.00,0.00,6.39,0.00,1.28
"ABANDONO",11.60,18.72,0.00,55.84,2.43,0.00,2.50
"ABANDONO",35.76,52.88,0.00,11.34,0.00,0.00,0.00
"NO ABANDONO",35.17,56.70,0.00,6.69,1.41,0.00,0.00
"ABANDONO",25.28,65.02,0.00,0.00,9.69,0.00,0.00
"ABANDONO",0.00,62.08,0.00,4.76,22.16,10.97,0.00
"ABANDONO",10.42,29.11,0.00,35.71,24.74,0.00,0.00
"ABANDONO",17.40,65.18,0.00,4.88,10.67,0.00,1.84
"ABANDONO",27.70,26.87,0.00,42.85,2.57,0.00,0.00
"ABANDONO",28.86,62.02,0.00,2.42,6.68,0.00,0.00
"ABANDONO",17.46,32.62,0.00,32.13,17.78,0.00,0.00
"ABANDONO",30.18,62.04,0.00,1.09,6.67,0.00,0.00
"ABANDONO",0.00,40.11,0.00,18.63,26.34,12.30,2.59
"ABANDONO",23.77,27.21,6.83,38.05,4.11,0.00,0.00
"ABANDONO",0.00,46.34,0.00,53.65,0.00,0.00,0.00
"ABANDONO",0.00,13.01,9.35,52.48,25.14,0.00,0.00
"ABANDONO",10.71,31.85,0.00,43.85,13.56,0.00,0.00
"ABANDONO",21.96,61.18,0.00,10.52,6.32,0.00,0.00
"NO ABANDONO",0.00,61.69,0.00,27.78,6.36,0.00,0.00
"ABANDONO",15.70,33.74,34.45,16.09,0.00,0.00,0.00
"NO ABANDONO",0.00,50.12,0.00,10.32,39.54,0.00,0.00
"ABANDONO",19.11,61.92,0.00,18.95,0.00,0.00,0.00
"ABANDONO",29.73,57.56,0.00,5.93,6.75,0.00,0.00
"ABANDONO",18.78,6.29,0.00,69.19,4.66,0.00,0.00
"ABANDONO",0.00,45.48,0.00,54.51,0.00,0.00,0.00
"ABANDONO",3.64,27.50,0.00,28.89,30.67,0.00,0.00
"NO ABANDONO",6.72,3.66,52.35,13.57,21.64,0.00,0.00
"NO ABANDONO",5.25,1.65,50.37,11.18,31.53,0.00,0.00
"ABANDONO",0.00,32.25,0.00,44.47,23.27,0.00,0.00
"ABANDONO",0.00,62.99,0.00,11.29,22.68,0.00,3.02
"ABANDONO",4.48,35.42,0.00,51.92,3.86,4.29,0.00
"ABANDONO",15.43,2.90,8.52,63.31,9.83,0.00,0.00
"ABANDONO",15.78,60.68,0.00,10.02,6.00,0.00,0.00
"NO ABANDONO",22.51,52.86,0.00,3.19,4.70,0.00,0.00
"NO ABANDONO",38.39,58.46,0.00,0.00,3.14,0.00,0.00
"ABANDONO",0.00,63.29,0.00,18.86,16.13,0.00,0.00
"ABANDONO",18.08,28.48,0.00,30.91,19.95,0.00,2.57
"ABANDONO",33.77,58.03,0.00,0.00,8.19,0.00,0.00
"NO ABANDONO",6.08,1.32,72.24,16.10,0.00,0.00,4.24
"NO ABANDONO",27.95,2.85,0.00,42.02,15.89,0.00,11.27
"NO ABANDONO",35.99,54.86,0.00,0.00,9.14,0.00,0.00
"NO ABANDONO",0.00,12.76,0.00,22.94,0.00,64.28,0.00
"ABANDONO",25.40,55.48,0.00,4.77,14.33,0.00,0.00
"ABANDONO",4.06,62.90,0.00,0.00,0.00,0.00,26.36
"ABANDONO",35.78,58.68,0.00,5.53,0.00,0.00,0.00
"ABANDONO",6.19,71.03,0.00,15.60,2.74,0.00,4.41
"ABANDONO",0.00,77.12,0.00,7.35,15.52,0.00,0.00
"NO ABANDONO",21.62,59.87,0.00,0.00,5.91,0.00,12.58
"ABANDONO",34.06,51.55,0.00,1.55,2.43,0.00,10.39
"ABANDONO",27.77,57.12,0.00,3.00,0.00,0.00,12.09
"ABANDONO",38.10,57.62,0.00,0.00,4.27,0.00,0.00
"NO ABANDONO",32.39,50.58,0.00,0.00,3.35,0.00,11.51
"NO ABANDONO",25.99,48.91,0.00,9.50,8.41,0.00,4.53
"NO ABANDONO",1.52,21.58,40.60,14.59,6.45,0.00,15.23
"ABANDONO",31.82,47.75,0.00,11.83,0.00,0.00,8.58
"NO ABANDONO",24.38,1.44,0.00,63.39,10.77,0.00,0.00
"NO ABANDONO",8.40,3.31,52.95,18.15,2.88,0.00,14.28
"NO ABANDONO",3.75,12.54,83.69,0.00,0.00,0.00,0.00
"ABANDONO",0.00,20.15,0.00,49.19,10.07,0.00,20.57
"NO ABANDONO",30.76,55.91,8.85,0.00,1.38,0.00,0.00
"NO ABANDONO",18.22,35.15,25.44,5.23,8.36,0.00,7.57
"ABANDONO",0.00,62.19,0.00,21.37,5.52,9.64,1.26
"ABANDONO",5.29,9.54,0.00,65.29,6.65,0.00,13.21
"ABANDONO",20.06,54.83,0.00,0.00,8.40,0.00,16.69
"ABANDONO",2.26,51.48,0.00,14.05,21.76,0.00,0.00
"NO ABANDONO",12.09,54.45,6.23,27.21,0.00,0.00,0.00
"ABANDONO",11.44,64.48,0.00,7.79,4.07,0.00,10.69
"ABANDONO",25.05,43.84,0.00,20.36,10.73,0.00,0.00
"ABANDONO",0.00,30.48,0.00,0.00,69.51,0.00,0.00
"NO ABANDONO",3.66,1.75,58.81,8.91,26.84,0.00,0.00
"NO ABANDONO",0.00,5.39,34.67,18.65,41.27,0.00,0.00
"NO ABANDONO",0.00,20.27,63.93,6.30,5.57,0.00,3.90
"ABANDONO",1.21,55.39,0.00,23.78,18.40,0.00,1.20
"NO ABANDONO",16.10,10.52,20.72,24.72,20.68,7.24,0.00
"ABANDONO",0.00,52.67,0.00,24.33,22.98,0.00,0.00
"ABANDONO",0.00,33.59,30.37,2.91,30.80,0.00,2.31
"NO ABANDONO",0.00,35.93,29.28,4.44,4.88,0.00,25.44
"ABANDONO",5.15,44.25,17.26,0.00,6.62,0.00,24.39
"NO ABANDONO",13.99,21.48,28.01,8.03,5.94,0.00,22.53
"NO ABANDONO",2.05,3.42,80.18,3.20,3.58,0.00,7.55
"NO ABANDONO",4.65,26.64,39.48,10.13,7.52,0.00,11.55
"NO ABANDONO",1.10,1.89,51.38,9.88,30.22,0.00,5.51
"NO ABANDONO",8.96,5.11,25.55,20.27,13.03,0.00,27.05
"ABANDONO",0.00,23.61,26.56,8.84,26.19,0.00,14.78
"NO ABANDONO",7.99,37.29,0.00,42.32,10.32,0.00,2.06
"NO ABANDONO",1.95,10.83,52.77,22.04,7.78,0.00,4.60
"NO ABANDONO",0.00,8.96,63.68,15.11,12.23,0.00,0.00
"NO ABANDONO",12.14,18.14,24.47,22.08,21.28,0.00,1.87
"NO ABANDONO",16.68,1.30,36.27,36.07,4.04,2.80,2.81
"NO ABANDONO",16.45,2.63,43.50,31.46,5.94,0.00,0.00
"NO ABANDONO",0.00,8.52,85.19,0.00,0.00,0.00,5.07
"NO ABANDONO",0.00,1.46,83.39,8.23,6.91,0.00,0.00
"NO ABANDONO",0.00,26.87,2.22,15.17,26.26,29.46,0.00
"NO ABANDONO",5.94,36.30,5.74,11.83,22.18,0.00,10.11
"NO ABANDONO",3.09,5.03,0.00,14.18,8.75,61.77,7.14
"NO ABANDONO",4.67,1.92,0.00,17.52,25.96,49.90,0.00
"NO ABANDONO",15.86,34.93,21.43,0.00,5.97,0.00,21.79
"NO ABANDONO",6.56,30.53,26.09,17.05,16.04,0.00,3.69
"NO ABANDONO",13.05,11.95,31.38,21.62,11.99,0.00,9.98
"ABANDONO",3.65,50.29,14.49,7.27,24.27,0.00,0.00
"NO ABANDONO",19.54,38.06,0.00,1.97,12.78,0.00,27.62
"NO ABANDONO",7.78,40.86,17.41,6.63,1.76,0.00,25.52
"ABANDONO",9.87,60.91,4.30,1.72,0.00,0.00,23.17
"ABANDONO",0.00,33.49,0.00,0.00,0.00,0.00,66.50
"NO ABANDONO",6.01,12.13,39.32,11.58,16.62,0.00,14.31
"NO ABANDONO",7.27,32.28,10.92,14.53,18.24,7.18,9.55
"ABANDONO",0.00,54.43,0.00,2.41,14.80,4.68,23.65
"ABANDONO",1.08,23.70,24.80,5.94,36.40,0.00,2.59
"ABANDONO",1.90,12.98,32.37,27.84,1.37,0.00,23.51
"NO ABANDONO",0.00,1.89,34.76,6.36,23.61,0.00,10.27
"NO ABANDONO",15.87,47.23,0.00,0.00,0.00,0.00,33.86
"ABANDONO",0.00,59.97,0.00,5.37,21.99,0.00,12.64
"ABANDONO",0.00,9.61,37.35,3.95,33.53,0.00,15.53
"ABANDONO",5.82,9.68,64.76,3.42,1.75,0.00,14.53
"ABANDONO",2.47,8.41,48.63,13.36,20.07,0.00,7.04
"ABANDONO",7.10,32.59,0.00,28.79,19.36,0.00,12.14
"ABANDONO",0.00,4.40,63.14,2.15,5.38,0.00,19.51
"NO ABANDONO",1.61,16.14,40.44,0.00,0.00,0.00,41.78
"NO ABANDONO",0.00,4.43,64.51,3.67,7.89,0.00,19.47
"NO ABANDONO",0.00,4.95,62.91,1.59,26.03,0.00,4.50
"NO ABANDONO",1.36,50.77,26.40,0.00,4.88,0.00,16.56
"ABANDONO",1.63,42.84,18.89,2.03,13.89,0.00,20.69
"NO ABANDONO",0.00,17.37,0.00,6.97,28.84,43.19,3.60
"NO ABANDONO",6.49,34.51,11.55,18.26,27.00,0.00,0.00
"NO ABANDONO",33.93,50.26,0.00,0.00,10.85,0.00,1.97
"ABANDONO",1.29,41.77,24.92,4.20,9.87,0.00,17.93
"ABANDONO",17.73,58.88,6.95,0.00,0.00,0.00,16.42
"NO ABANDONO",8.15,26.93,17.56,26.91,3.95,0.00,16.47
"NO ABANDONO",12.78,54.82,11.85,0.00,5.96,0.00,14.56
"ABANDONO",0.00,19.20,46.94,5.79,13.84,0.00,14.21
"ABANDONO",0.00,68.47,0.00,12.84,6.65,0.00,12.02
"ABANDONO",6.05,78.11,0.00,2.08,0.00,0.00,12.65
"NO ABANDONO",0.00,8.11,61.95,0.00,5.39,0.00,24.53
"ABANDONO",0.00,63.30,8.14,3.20,16.05,0.00,7.27
"NO ABANDONO",0.00,22.84,0.00,1.25,7.77,55.22,12.88
"ABANDONO",0.00,68.24,4.10,7.20,11.41,0.00,9.01
"ABANDONO",0.00,65.93,0.00,5.93,10.15,9.80,1.18
"ABANDONO",0.00,73.28,0.00,1.99,16.09,0.00,0.00
"NO ABANDONO",2.57,3.28,73.99,5.92,7.72,0.00,6.49
"NO ABANDONO",1.12,8.24,65.20,5.55,13.64,0.00,6.23
"ABANDONO",0.00,78.96,0.00,3.92,8.19,0.00,0.00
"ABANDONO",3.99,85.32,0.00,0.00,3.99,0.00,6.68
