"fot_codigo","POR_CULT","POR_CIELO","POR_PAISAJE","PAN_DET","HERBACEO O LENOSO","AB_REV"
"2672619",15.16,40.20,2.80,"Panorámica","H",0
"2672620",60.56,31.60,3.95,"Panorámica","H",0
"2672634",18.57,27.04,2.33,"Panorámica","H",0
"2672636",27.85,14.95,1.05,"Panorámica","H",0
"2672663",59.52,34.19,4.43,"Panorámica","H",0
"2672665",35.62,41.88,0.00,"Panorámica","H",0
"2672666",48.16,34.16,0.00,"Panorámica","H",0
"2672732",8.92,42.19,0.00,"Panorámica","H",0
"2672743",22.24,32.96,4.26,"Panorámica","H",0
"2672751",9.02,43.78,0.00,"Panorámica","H",0
"2672753",18.58,38.22,2.65,"Panorámica","H",0
"2672755",43.02,28.26,0.00,"Panorámica","H",0
"2672757",21.67,25.76,0.00,"Panorámica","H",0
"2672765",5.97,24.40,0.00,"Panorámica","H",0
"2672766",58.16,32.17,0.00,"Panorámica","H",0
"2672767",96.02,0.00,0.00,"Detalle","H",0
"2672788",20.02,36.73,1.30,"Panorámica","H",0
"2672789",14.84,38.27,0.00,"Panorámica","H",0
"2672792",19.23,34.28,0.00,"Panorámica","H",0
"2672793",38.09,50.37,0.00,"Panorámica","H",0
"2672794",21.20,44.68,3.90,"Panorámica","H",0
"2672816",22.28,29.55,3.82,"Panorámica","H",0
"2672864",47.69,30.40,3.22,"Panorámica","H",0
"2672865",26.66,33.33,11.41,"Panorámica","H",0
"2672867",54.02,24.09,1.18,"Panorámica","H",0
"2672894",19.02,23.85,3.76,"Panorámica","H",0
"2672901",22.72,15.82,0.00,"Panorámica","H",0
"2672919",18.41,25.37,6.26,"Panorámica","H",0
"2672925",29.21,24.27,1.99,"Panorámica","H",0
"2672926",56.58,26.70,4.49,"Panorámica","H",0
"2672937",30.44,23.80,3.24,"Panorámica","H",0
"2672940",29.55,25.41,2.58,"Panorámica","H",0
"2672968",26.29,21.80,1.35,"Panorámica","H",0
"2672988",18.43,41.82,2.93,"Panorámica","H",0
"2673001",48.72,32.65,2.73,"Panorámica","H",0
"2673002",27.75,32.38,0.00,"Panorámica","H",0
"2673135",30.29,25.30,0.00,"Panorámica","H",0
"2673292",46.01,12.11,0.00,"Panorámica","H",0
"2673314",15.59,23.47,5.26,"Panorámica","H",0
"2673343",13.74,43.18,3.89,"Panorámica","H",0
"2673345",55.91,18.38,0.00,"Panorámica","H",0
"2673350",55.03,38.50,1.28,"Panorámica","H",0
"2673428",51.57,12.27,3.49,"Panorámica","H",0
"2673453",26.43,24.78,2.02,"Panorámica","H",0
"2673461",56.32,11.41,4.55,"Panorámica","H",0
"2673706",50.28,14.21,1.09,"Panorámica","H",0
"2673707",14.36,35.42,0.00,"Panorámica","H",0
"2673710",6.84,35.60,0.00,"Panorámica","H",0
"2673712",62.26,12.10,1.43,"Panorámica","H",0
"2673714",36.21,21.46,1.05,"Panorámica","H",0
"2673759",32.43,43.42,4.00,"Panorámica","H",0
"2673761",30.17,23.79,9.25,"Panorámica","H",0
"2673815",24.23,46.11,4.99,"Panorámica","H",0
"2673818",23.63,42.20,1.39,"Panorámica","H",0
"2673828",10.49,35.56,0.00,"Panorámica","H",0
"2673862",41.36,46.50,9.91,"Panorámica","H",0
"2673902",66.46,28.21,0.00,"Detalle","H",0
"2673903",33.51,15.95,2.44,"Panorámica","H",0
"2673904",21.34,24.99,0.00,"Panorámica","H",0
"2673905",35.32,33.59,4.75,"Panorámica","H",0
"2673906",46.02,28.53,4.27,"Panorámica","H",0
"2673907",60.49,22.07,3.04,"Panorámica","H",0
"2673930",48.30,42.48,2.56,"Panorámica","H",0
"2673934",26.82,39.94,0.00,"Panorámica","H",0
"2673935",37.98,38.87,0.00,"Panorámica","H",0
"2673949",30.70,13.97,13.21,"Panorámica","H",0
"2673971",32.88,18.37,0.00,"Panorámica","H",0
"2673972",17.46,31.64,0.00,"Panorámica","H",0
"2673973",68.12,9.06,0.00,"Detalle","H",0
"2673974",31.50,19.16,0.00,"Panorámica","H",0
"2673975",20.20,21.55,0.00,"Panorámica","H",0
"2673976",16.69,16.85,1.32,"Panorámica","H",0
"2673977",40.97,21.92,0.00,"Panorámica","H",0
"2673981",39.44,7.75,0.00,"Panorámica","H",0
"2674011",33.99,22.83,0.00,"Panorámica","H",0
"2674015",11.74,26.64,3.96,"Panorámica","H",0
"2674016",79.51,18.67,0.00,"Detalle","H",0
"2674018",19.97,14.67,0.00,"Panorámica","H",0
"2674022",31.81,25.53,0.00,"Panorámica","H",0
"2674024",28.92,14.29,4.49,"Panorámica","H",0
"2674025",23.26,23.30,2.47,"Panorámica","H",0
"2674026",85.48,12.40,0.00,"Detalle","H",0
"2674027",26.44,16.62,3.83,"Panorámica","H",0
"2674028",78.86,19.41,0.00,"Detalle","H",0
"2674029",79.16,18.86,0.00,"Panorámica","H",0
"2674030",66.48,22.93,0.00,"Detalle","H",0
"2674031",69.42,23.41,0.00,"Detalle","H",0
"2674032",74.44,19.25,0.00,"Panorámica","H",0
"2674033",82.01,16.42,0.00,"Detalle","H",0
"2674034",82.83,15.08,0.00,"Detalle","H",0
"2674037",36.00,21.41,0.00,"Panorámica","H",0
"2674038",76.74,19.78,0.00,"Panorámica","H",0
"2674039",21.68,21.20,7.63,"Panorámica","H",0
"2674040",74.08,22.66,0.00,"Panorámica","H",0
"2674041",74.58,22.47,0.00,"Panorámica","H",0
"2674042",79.29,18.85,0.00,"Detalle","H",0
"2674043",82.45,15.58,0.00,"Detalle","H",0
"2674044",46.22,26.35,0.00,"Panorámica","H",0
"2674045",47.48,18.64,2.46,"Panorámica","H",0
"2674046",19.49,17.19,2.13,"Panorámica","H",0
"2674061",21.30,34.62,0.00,"Panorámica","H",0
"2674064",27.07,26.75,2.10,"Panorámica","H",0
"2674065",17.99,29.68,3.97,"Panorámica","H",0
"2674073",44.63,42.96,1.70,"Panorámica","H",0
"2674074",24.09,42.48,3.56,"Panorámica","H",0
"2674075",59.47,34.29,4.94,"Panorámica","H",0
"2674076",23.18,43.73,0.00,"Panorámica","H",0
"2674077",47.91,40.58,4.72,"Panorámica","H",0
"2674079",24.30,28.13,2.81,"Panorámica","H",0
"2674082",53.92,41.65,3.21,"Panorámica","H",0
"2674087",44.60,37.55,0.00,"Panorámica","H",0
"2674088",53.70,33.75,0.00,"Panorámica","H",0
"2674090",45.80,43.02,3.28,"Panorámica","H",0
"2674091",26.87,32.65,4.93,"Panorámica","H",0
"2674092",5.31,43.46,0.00,"Panorámica","H",0
"2674093",34.81,43.93,0.00,"Panorámica","H",0
"2674094",27.64,54.34,4.81,"Panorámica","H",0
"2674097",9.68,44.41,0.00,"Panorámica","H",0
"2674100",15.48,41.56,0.00,"Panorámica","H",0
"2674103",19.43,47.83,3.22,"Panorámica","H",0
"2674108",53.20,33.60,0.00,"Panorámica","H",0
"2674111",17.00,33.92,1.08,"Panorámica","H",0
"2674114",39.59,32.00,0.00,"Panorámica","H",0
"2674115",42.38,40.20,5.56,"Panorámica","H",0
"2674140",9.65,41.76,0.00,"Panorámica","H",0
"2674142",20.23,39.00,1.23,"Panorámica","H",0
"2674143",12.83,40.52,0.00,"Panorámica","H",0
"2674144",10.78,41.28,2.81,"Panorámica","H",0
"2674156",41.65,9.93,0.00,"Panorámica","H",0
"2674157",62.44,3.74,0.00,"Detalle","H",0
"2674159",20.68,17.15,0.00,"Panorámica","H",0
"2674161",76.77,7.12,1.26,"Panorámica","H",0
"2674164",50.52,11.58,0.00,"Panorámica","H",0
"2674185",68.27,3.70,0.00,"Detalle","H",0
"2674186",68.74,16.00,0.00,"Detalle","H",0
"2674192",45.07,15.81,0.00,"Panorámica","H",0
"2674209",26.81,21.07,0.00,"Panorámica","H",0
"2674211",42.60,42.54,9.70,"Panorámica","H",0
"2674224",44.28,40.17,5.20,"Panorámica","H",0
"2674226",54.05,44.24,0.00,"Panorámica","H",0
"2674230",55.10,41.58,0.00,"Panorámica","H",0
"2674231",12.07,37.99,0.00,"Panorámica","H",0
"2674233",34.17,41.32,0.00,"Panorámica","H",0
"2674234",50.30,36.76,4.93,"Panorámica","H",0
"2674236",47.68,35.68,14.09,"Panorámica","H",0
"2674241",47.25,45.38,5.74,"Panorámica","H",0
"2674250",9.00,34.47,6.82,"Panorámica","H",0
"2674252",42.97,23.45,12.63,"Panorámica","H",0
"2674733",29.30,17.74,0.00,"Panorámica","H",0
"2674736",43.91,6.34,0.00,"Panorámica","H",0
"2674741",15.56,41.58,4.23,"Panorámica","H",0
"2674770",58.97,34.04,1.11,"Panorámica","H",0
"2674774",18.36,34.66,0.00,"Panorámica","H",0
"2674778",33.97,28.29,0.00,"Panorámica","H",0
"2674795",34.19,35.29,2.66,"Panorámica","H",0
"2674812",30.89,28.59,0.00,"Panorámica","H",0
"2674884",9.80,35.17,0.00,"Panorámica","H",0
"2674893",45.52,46.03,0.00,"Panorámica","H",0
"2674894",40.09,49.23,1.41,"Panorámica","H",0
"2674896",37.85,41.60,2.03,"Panorámica","H",0
"2674904",23.15,23.55,6.99,"Panorámica","H",0
"2674907",23.64,36.95,3.25,"Panorámica","H",0
"2674947",28.65,30.55,2.11,"Panorámica","H",0
"2674953",47.53,42.34,1.49,"Panorámica","H",0
"2674956",43.33,34.42,1.20,"Panorámica","H",0
"2674959",21.17,36.01,2.55,"Panorámica","H",0
"2674971",14.25,42.40,1.46,"Panorámica","H",0
"2674985",18.01,18.97,3.64,"Panorámica","H",0
"2674988",39.85,25.95,5.15,"Panorámica","H",0
"2674990",24.71,22.93,3.34,"Panorámica","H",0
"2674991",21.36,28.68,2.57,"Panorámica","H",0
"2674992",14.99,25.28,0.00,"Panorámica","H",0
"2674994",19.53,26.02,4.05,"Panorámica","H",0
"2675022",30.98,29.85,2.40,"Panorámica","H",0
"2675040",21.83,39.07,5.91,"Panorámica","H",0
"2675082",49.22,29.01,5.19,"Panorámica","H",0
"2675093",18.50,33.32,3.03,"Panorámica","H",0
"2675094",30.53,31.55,6.35,"Panorámica","H",0
"2675120",22.48,17.48,0.00,"Panorámica","H",0
"2675142",45.85,31.84,4.83,"Panorámica","H",0
"2675157",33.32,32.15,3.77,"Panorámica","H",0
"2675191",23.31,33.50,5.69,"Panorámica","H",0
"2675192",37.72,35.45,3.36,"Panorámica","H",0
"2675193",25.07,27.24,8.99,"Panorámica","H",0
"2675194",24.14,27.05,9.01,"Panorámica","H",0
"2675195",43.64,28.68,10.64,"Panorámica","H",0
"2675196",20.47,35.46,4.16,"Panorámica","H",0
"2675197",22.70,36.79,6.56,"Panorámica","H",0
"2675210",19.17,32.96,0.00,"Panorámica","H",0
"2675819",15.24,15.35,0.00,"Panorámica","H",0
"2675821",44.03,31.73,3.72,"Panorámica","H",0
"2675824",21.60,20.51,5.84,"Panorámica","H",0
"2675825",50.02,19.79,10.80,"Panorámica","H",0
"2675893",59.52,28.93,9.01,"Panorámica","H",0
"2675896",15.51,48.65,1.35,"Panorámica","H",0
"2675906",21.01,48.93,4.69,"Panorámica","H",0
"2676057",12.17,39.27,0.00,"Panorámica","H",0
"2676062",16.98,29.16,0.00,"Panorámica","H",0
"2676070",41.53,12.86,6.47,"Panorámica","H",0
"2676071",56.62,7.47,0.00,"Detalle","H",0
"2676088",18.77,35.50,0.00,"Panorámica","H",0
"2676101",31.87,27.88,0.00,"Panorámica","H",0
"2676115",27.87,35.82,0.00,"Panorámica","H",0
"2676118",20.61,28.91,0.00,"Panorámica","H",0
"2676119",9.52,29.40,0.00,"Panorámica","H",0
"2676275",40.98,25.42,4.43,"Panorámica","H",0
"2676276",26.34,34.80,0.00,"Panorámica","H",0
"2676324",17.54,42.79,0.00,"Panorámica","H",0
"2676376",35.44,32.97,5.89,"Panorámica","H",0
"2676397",32.72,15.63,6.36,"Panorámica","H",0
"2676398",51.26,11.38,5.58,"Panorámica","H",0
"2676399",13.37,23.11,1.91,"Panorámica","H",0
"2676400",41.45,16.25,1.02,"Panorámica","H",0
"2676412",19.87,8.45,2.05,"Panorámica","H",0
"2676420",56.15,26.28,4.15,"Panorámica","H",0
"2676422",63.56,1.75,12.35,"Detalle","H",0
"2676424",65.85,5.59,0.00,"Panorámica","H",0
"2676470",45.78,22.37,5.24,"Panorámica","H",0
"2676523",39.23,30.09,6.15,"Panorámica","H",0
"2676540",35.60,23.83,0.00,"Panorámica","H",0
"2676541",23.75,23.50,4.60,"Panorámica","H",0
"2676610",38.93,31.30,0.00,"Panorámica","H",0
"2676611",26.13,21.22,9.74,"Panorámica","H",0
"2676628",13.65,38.71,0.00,"Panorámica","H",0
"2676754",45.05,23.80,0.00,"Panorámica","H",0
"2677166",52.89,43.63,0.00,"Panorámica","H",0
"2677167",58.01,34.72,5.61,"Panorámica","H",0
"2677168",53.33,42.53,0.00,"Panorámica","H",0
"2677171",49.04,22.19,0.00,"Panorámica","H",0
"2677183",52.25,16.21,6.25,"Panorámica","H",0
"2677184",44.38,6.00,3.56,"Panorámica","H",0
"2677185",47.80,34.83,6.12,"Panorámica","H",0
"2677186",51.82,33.16,9.10,"Panorámica","H",0
"2677187",35.13,31.55,2.21,"Panorámica","H",0
"2677188",45.20,28.37,0.00,"Panorámica","H",0
"2677212",58.16,23.15,7.90,"Panorámica","H",0
"2677215",29.14,43.60,0.00,"Panorámica","H",0
"2677372",16.03,39.71,4.66,"Panorámica","H",0
"2677377",21.47,39.82,2.40,"Panorámica","H",0
"2677382",33.19,34.22,4.36,"Panorámica","H",0
"2677529",25.16,32.66,7.00,"Panorámica","H",0
"2677531",31.26,16.67,5.08,"Panorámica","H",0
"2677546",12.98,14.13,2.65,"Panorámica","H",0
"2677550",72.35,12.63,8.18,"Panorámica","H",0
"2677551",64.89,22.06,8.98,"Panorámica","H",0
"2677552",44.99,22.26,5.02,"Panorámica","H",0
"2677553",60.01,35.52,0.00,"Panorámica","H",0
"2677554",47.53,47.98,1.60,"Panorámica","H",0
"2677555",62.02,28.22,2.80,"Panorámica","H",0
"2677600",39.30,41.04,3.06,"Panorámica","H",0
"2677601",16.66,34.73,0.00,"Panorámica","H",0
"2677602",36.96,20.96,2.62,"Panorámica","H",0
"2677603",32.64,28.60,2.28,"Panorámica","H",0
"2677624",41.28,29.13,0.00,"Panorámica","H",0
"2677865",36.70,21.30,0.00,"Panorámica","H",0
"2677878",37.38,18.42,0.00,"Panorámica","H",0
"2677881",31.67,22.23,0.00,"Panorámica","H",0
"2678263",12.80,24.30,4.10,"Panorámica","H",0
"2678537",42.65,30.90,0.00,"Panorámica","H",0
"2678571",23.98,38.98,2.42,"Panorámica","H",0
"2678586",38.99,45.07,2.03,"Panorámica","H",0
"2678587",66.08,26.27,4.31,"Panorámica","H",0
"2678598",54.66,34.63,2.22,"Panorámica","H",0
"2678641",42.63,25.44,0.00,"Panorámica","H",0
"2678673",34.89,21.00,0.00,"Panorámica","H",0
"2678674",50.60,24.11,1.42,"Panorámica","H",0
"2678685",24.75,26.59,0.00,"Panorámica","H",0
"2678686",38.78,20.40,0.00,"Panorámica","H",0
"2678688",54.78,24.89,0.00,"Panorámica","H",0
"2678806",17.86,40.95,4.32,"Panorámica","H",0
"2678832",52.08,8.13,0.00,"Panorámica","H",0
"2678863",36.80,47.80,1.30,"Panorámica","H",0
"2678865",39.58,23.04,4.50,"Panorámica","H",0
"2678880",36.94,36.97,8.80,"Panorámica","H",0
"2678902",24.19,33.50,0.00,"Panorámica","H",0
"2678903",53.65,8.51,1.56,"Detalle","H",0
"2678906",18.73,27.66,0.00,"Panorámica","H",0
"2678907",9.86,27.37,1.58,"Panorámica","H",0
"2678909",19.24,38.82,0.00,"Panorámica","H",0
"2678919",26.11,34.72,0.00,"Panorámica","H",0
"2678921",26.75,26.15,0.00,"Panorámica","H",0
"2678925",26.97,30.23,0.00,"Panorámica","H",0
"2678952",11.13,39.28,0.00,"Panorámica","H",0
"2678954",24.54,33.73,0.00,"Panorámica","H",0
"2678956",10.82,17.88,0.00,"Panorámica","H",0
"2678960",19.63,23.72,0.00,"Panorámica","H",0
"2678971",52.88,9.20,3.72,"Panorámica","H",0
"2678984",17.88,41.77,2.44,"Panorámica","H",0
"2678985",48.09,32.11,0.00,"Panorámica","H",0
"2678986",27.99,30.85,1.38,"Panorámica","H",0
"2678992",44.69,25.39,0.00,"Panorámica","H",0
"2678993",86.98,2.48,0.00,"Detalle","H",0
"2678994",39.52,24.72,1.16,"Panorámica","H",0
"2678995",76.15,13.39,0.00,"Detalle","H",0
"2678996",36.10,24.19,2.14,"Panorámica","H",0
"2678998",50.86,20.09,0.00,"Panorámica","H",0
"2679000",57.17,31.71,8.42,"Panorámica","H",0
"2679001",12.30,45.09,1.39,"Panorámica","H",0
"2679002",48.71,28.75,1.09,"Panorámica","H",0
"2679003",63.67,7.45,1.09,"Detalle","H",0
"2679004",57.61,8.57,0.00,"Detalle","H",0
"2679005",49.26,20.11,0.00,"Panorámica","H",0
"2679006",26.12,26.97,0.00,"Panorámica","H",0
"2679008",23.82,32.96,3.17,"Panorámica","H",0
"2679009",42.08,22.57,3.51,"Panorámica","H",0
"2679010",69.88,21.08,0.00,"Detalle","H",0
"2679020",32.56,38.00,0.00,"Panorámica","H",0
"2679021",32.22,32.73,0.00,"Panorámica","H",0
"2679022",16.77,31.84,1.35,"Panorámica","H",0
"2679024",12.92,24.62,1.05,"Panorámica","H",0
"2679030",21.34,41.42,3.73,"Panorámica","H",0
"2679031",18.56,43.21,0.00,"Panorámica","H",0
"2679033",17.32,30.09,2.82,"Panorámica","H",0
"2679036",24.50,32.34,5.05,"Panorámica","H",0
"2679037",14.79,39.97,5.14,"Panorámica","H",0
"2679060",68.77,23.63,5.52,"Panorámica","H",0
"2679062",35.59,6.66,15.08,"Panorámica","H",0
"2679064",67.18,20.80,10.13,"Panorámica","H",0
"2679066",55.46,31.27,5.00,"Panorámica","H",0
"2679428",42.91,38.57,2.95,"Panorámica","H",0
"2679943",27.37,26.94,3.62,"Panorámica","H",0
"2679966",58.59,38.78,0.00,"Panorámica","H",0
"2679967",13.92,40.29,0.00,"Panorámica","H",0
"2679979",27.75,38.11,1.04,"Panorámica","H",0
"2679982",40.62,3.07,0.00,"Panorámica","H",0
"2679988",22.50,27.48,0.00,"Panorámica","H",0
"2679993",25.97,24.76,0.00,"Panorámica","H",0
"2680003",25.70,29.33,0.00,"Panorámica","H",0
"2680010",18.07,38.67,8.21,"Panorámica","H",0
"2680037",27.74,14.54,1.15,"Panorámica","H",0
"2680047",35.63,29.88,0.00,"Panorámica","H",0
"2681640",75.03,18.10,0.00,"Panorámica","H",0
"2681648",28.73,32.79,0.00,"Panorámica","H",0
"2681653",30.85,11.05,2.12,"Panorámica","H",0
"2681667",32.57,20.50,0.00,"Panorámica","H",0
"2681669",23.48,25.16,0.00,"Panorámica","H",0
"2681674",20.98,21.65,0.00,"Panorámica","H",0
"2681675",14.99,15.39,2.85,"Panorámica","H",0
"2681676",32.26,17.50,0.00,"Panorámica","H",0
"2681677",31.59,19.64,0.00,"Panorámica","H",0
"2681679",42.86,14.66,0.00,"Panorámica","H",0
"2681680",18.81,18.71,0.00,"Panorámica","H",0
"2681681",65.25,11.73,0.00,"Detalle","H",0
"2681739",41.21,25.06,0.00,"Panorámica","H",0
"2681741",75.02,17.27,0.00,"Panorámica","H",0
"2681742",41.05,17.47,0.00,"Panorámica","H",0
"2681789",35.02,24.61,0.00,"Panorámica","H",0
"2681791",39.28,31.53,2.82,"Panorámica","H",0
"2681792",16.68,46.38,1.41,"Panorámica","H",0
"2681794",17.45,42.23,0.00,"Panorámica","H",0
"2681795",38.35,41.65,0.00,"Panorámica","H",0
"2681802",60.60,24.99,0.00,"Panorámica","H",0
"2681806",33.71,47.30,1.69,"Panorámica","H",0
"2682192",26.87,34.64,1.86,"Panorámica","H",0
"2682202",56.34,26.24,6.70,"Panorámica","H",0
"2682281",25.14,38.40,0.00,"Panorámica","H",0
"2682348",25.99,14.81,0.00,"Panorámica","H",0
"2682381",18.47,39.08,0.00,"Panorámica","H",0
"2682410",25.59,30.86,2.59,"Panorámica","H",0
"2682441",41.92,36.89,1.10,"Panorámica","H",0
"2682479",45.73,42.71,3.58,"Panorámica","H",0
"2682482",21.82,37.22,0.00,"Panorámica","H",0
"2682483",27.37,33.67,0.00,"Panorámica","H",0
"2682485",22.47,47.73,3.99,"Panorámica","H",0
"2682489",16.42,30.87,2.36,"Panorámica","H",0
"2682497",18.75,41.27,0.00,"Panorámica","H",0
"2682499",25.16,35.88,0.00,"Panorámica","H",0
"2682531",19.84,55.39,4.08,"Panorámica","H",0
"2682547",10.46,40.56,3.55,"Panorámica","H",0
"2682548",48.92,37.08,3.75,"Panorámica","H",0
"2682549",56.91,37.67,3.36,"Panorámica","H",0
"2682582",21.05,32.45,0.00,"Panorámica","H",0
"2682583",59.28,37.02,1.32,"Panorámica","H",0
"2682584",15.69,29.13,0.00,"Panorámica","H",0
"2682592",59.37,23.80,0.00,"Panorámica","H",0
"2682607",21.31,51.86,0.00,"Panorámica","H",0
"2682608",12.49,44.81,1.73,"Panorámica","H",0
"2682609",17.33,31.36,0.00,"Panorámica","H",0
"2682647",10.62,34.85,0.00,"Panorámica","H",0
"2682648",16.30,30.43,0.00,"Panorámica","H",0
"2682664",27.23,43.94,0.00,"Panorámica","H",0
"2682670",15.05,15.93,0.00,"Panorámica","H",0
"2682687",34.93,12.76,0.00,"Panorámica","H",0
"2682698",35.14,34.46,0.00,"Panorámica","H",0
"2682703",33.31,17.53,1.34,"Panorámica","H",0
"2682710",25.45,23.32,1.61,"Panorámica","H",0
"2682715",19.14,22.25,1.74,"Panorámica","H",0
"2682718",32.68,26.65,2.16,"Panorámica","H",0
"2682719",27.11,25.74,0.00,"Panorámica","H",0
"2682732",41.58,27.26,4.65,"Panorámica","H",0
"2684442",26.24,48.23,5.01,"Panorámica","H",0
"2684457",28.67,47.20,2.00,"Panorámica","H",0
"2684480",33.84,51.48,0.00,"Panorámica","H",0
"2684481",34.93,40.34,2.03,"Panorámica","H",0
"2684515",39.43,52.35,5.49,"Panorámica","H",0
"2684519",54.92,37.18,4.18,"Panorámica","H",0
"2684520",41.27,50.11,5.57,"Panorámica","H",0
"2684521",58.67,32.26,4.42,"Panorámica","H",0
"2684522",24.11,34.64,2.76,"Panorámica","H",0
"2684523",40.62,27.69,0.00,"Panorámica","H",0
"2684524",30.37,33.64,3.87,"Panorámica","H",0
"2684527",19.37,30.44,1.81,"Panorámica","H",0
"2684528",23.09,48.03,0.00,"Panorámica","H",0
"2684548",17.11,12.75,0.00,"Panorámica","H",0
"2684549",20.16,21.80,1.04,"Panorámica","H",0
"2686421",16.22,43.08,3.29,"Panorámica","H",0
"2687740",40.32,32.49,7.01,"Panorámica","H",0
"2688027",25.88,48.61,0.00,"Panorámica","H",0
"2688046",64.08,15.62,5.53,"Panorámica","H",0
"2688437",14.91,18.21,3.01,"Panorámica","H",0
"2688554",27.69,28.06,0.00,"Panorámica","H",0
"2689066",6.17,31.76,1.38,"Panorámica","H",0
"2689073",14.36,38.49,1.21,"Panorámica","H",0
"2689708",19.69,43.02,0.00,"Panorámica","H",0
"2689711",40.53,35.04,0.00,"Panorámica","H",0
"2689723",37.84,46.99,0.00,"Panorámica","H",0
"2689780",37.33,57.90,3.12,"Panorámica","H",0
"2689804",24.13,28.71,2.87,"Panorámica","H",0
"2689827",20.37,30.39,0.00,"Panorámica","H",0
"2689844",44.29,26.91,1.53,"Panorámica","H",0
"2689862",9.39,52.55,5.60,"Panorámica","H",0
"2689868",42.10,34.28,1.62,"Panorámica","H",0
"2689869",41.76,19.22,0.00,"Panorámica","H",0
"2689896",37.98,23.54,0.00,"Panorámica","H",0
"2689946",20.58,29.81,0.00,"Panorámica","H",0
"2690000",16.43,52.09,0.00,"Panorámica","H",0
"2690028",15.41,37.37,0.00,"Panorámica","H",0
"2690035",27.45,39.45,0.00,"Panorámica","H",0
"2690038",13.04,31.08,3.39,"Panorámica","H",0
"2690062",25.77,48.44,1.80,"Panorámica","H",0
"2690064",23.85,40.43,0.00,"Panorámica","H",0
"2690066",17.11,48.48,0.00,"Panorámica","H",0
"2690067",12.89,55.24,1.33,"Panorámica","H",0
"2690075",55.34,25.25,0.00,"Panorámica","H",0
"2690076",8.41,34.48,0.00,"Panorámica","H",0
"2690093",16.06,43.70,0.00,"Panorámica","H",0
"2690146",16.78,36.48,0.00,"Panorámica","H",0
"2690150",19.86,36.61,0.00,"Panorámica","H",0
"2690151",38.28,27.49,0.00,"Panorámica","H",0
"2690174",40.25,10.86,0.00,"Panorámica","H",0
"2690179",26.08,21.69,0.00,"Panorámica","H",0
"2690249",47.78,42.87,3.38,"Panorámica","H",0
"2690251",29.08,45.27,2.91,"Panorámica","H",0
"2690253",10.36,51.96,1.67,"Panorámica","H",0
"2690266",12.16,37.18,0.00,"Panorámica","H",0
"2690336",30.55,41.56,0.00,"Panorámica","H",0
"2690338",33.69,49.09,0.00,"Panorámica","H",0
"2690412",15.03,50.50,0.00,"Panorámica","H",0
"2690430",11.71,40.88,0.00,"Panorámica","H",0
"2690433",42.67,52.34,2.91,"Panorámica","H",0
"2690436",37.88,27.55,1.33,"Panorámica","H",0
"2690452",35.52,53.93,1.45,"Panorámica","H",0
"2690458",54.28,27.76,4.40,"Panorámica","H",0
"2690459",24.63,49.95,0.00,"Panorámica","H",0
"2690460",60.09,16.79,4.25,"Panorámica","H",0
"2690497",9.44,41.58,0.00,"Panorámica","H",0
"2690499",9.44,41.58,0.00,"Panorámica","H",0
"2690500",9.44,41.58,0.00,"Panorámica","H",0
"2690505",11.54,24.79,0.00,"Panorámica","H",0
"2690506",64.96,31.64,0.00,"Panorámica","H",0
"2690518",68.30,26.64,0.00,"Panorámica","H",0
"2690523",40.75,31.13,0.00,"Panorámica","H",0
"2690524",28.11,33.26,0.00,"Panorámica","H",0
"2690534",11.12,40.41,0.00,"Panorámica","H",0
"2690540",11.82,47.63,0.00,"Panorámica","H",0
"2690602",22.99,32.55,0.00,"Panorámica","H",0
"2690834",22.83,55.55,0.00,"Panorámica","H",0
"2690835",52.18,43.66,2.63,"Panorámica","H",0
"2690846",7.36,48.29,0.00,"Panorámica","H",0
"2698916",46.15,41.05,10.56,"Panorámica","H",0
"2698918",24.88,61.27,0.00,"Panorámica","H",0
"2699424",31.95,16.87,3.13,"Panorámica","H",0
"2699425",39.07,18.04,6.20,"Panorámica","H",0
"2699762",21.58,29.38,0.00,"Panorámica","H",0
"2699764",19.04,46.90,0.00,"Panorámica","H",0
"2699791",53.00,16.24,2.91,"Panorámica","H",0
"2699883",12.09,36.52,0.00,"Panorámica","H",0
"2699886",11.64,45.42,0.00,"Panorámica","H",0
"2699887",14.36,40.53,1.71,"Panorámica","H",0
"2699888",15.85,36.32,0.00,"Panorámica","H",0
"2699963",33.73,25.89,0.00,"Panorámica","H",0
"2699997",20.81,37.00,0.00,"Panorámica","H",0
"2700278",32.80,7.18,0.00,"Panorámica","H",0
"2700282",22.97,0.00,0.00,"Detalle","H",0
"2700295",30.45,37.75,1.35,"Panorámica","H",0
"2700338",41.95,16.76,2.37,"Panorámica","H",0
"2700341",53.78,1.30,0.00,"Detalle","H",0
"2700345",40.64,29.35,0.00,"Panorámica","H",0
"2700355",23.02,26.83,0.00,"Panorámica","H",0
"2700446",37.55,26.95,1.02,"Panorámica","H",0
"2700577",21.42,48.30,0.00,"Panorámica","H",0
"2700677",5.06,29.68,6.19,"Panorámica","H",0
"2700722",33.47,45.18,2.95,"Panorámica","H",0
"2700756",6.14,40.99,0.00,"Panorámica","H",0
"2700817",28.51,17.45,0.00,"Panorámica","H",0
"2700824",62.02,27.58,0.00,"Panorámica","H",0
"2701455",64.49,0.00,0.00,"Detalle","H",0
"2701487",16.10,46.72,0.00,"Panorámica","H",0
